"Id";"SECONDS";"RESULT_DATE";"USER_ID"
"1";"158";"2017-04-21T00:00:00";"1"
"2";"113";"2017-04-21T00:00:00";"1"
"3";"153";"2017-04-21T00:00:00";"2"
"4";"110";"2017-04-21T00:00:00";"2"
"5";"119";"2017-04-21T00:00:00";"2"
"6";"140";"2017-04-22T00:00:00";"1"
